interaction_ID	ligand_gene_name	receptor_gene_name	sending_cell_type	receiving_cell_type	mean_e_s_l_control	mean_e_s_l_case	mean_e_r_r_control	mean_e_r_r_case	log2FC_rho_s	log2FC_rho_r	log2FC_rho	log2FC_phi_s_l	log2FC_phi_r_r	log2FC_phi	log2FC_p_s_l	log2FC_p_r_r	log2FC_p	log2FC_weights	log10_cum_weight	frac_samples_controls	frac_samples_cases	passed_log10_cum_weight_filter	passed_frac_samples_filter	passed_log10_meanexpr_control_filter	passed_log10_meanexpr_case_filter	passed_log10_meanexpr_per_condition_filter	passed_QC_filter	p.value	p.adj	passed_FDR_threshold	passed_log2FC_threshold	sign
DC:CD59_Gran:STAB1	CD59	STAB1	DC	Gran	0.85911333945178	0.848516397750857	1.07847007001776	1.18135365939762	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.09920452584613	-0.503554228331316	-0.275449047139218	-0.00452992741543812	0.131454787016106	-0.0706306399698718	-1.03831498080906	0.0733517023478062	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00924756520731282	0.093580893500888	TRUE	TRUE	TRUE
DC:ICAM1_Gran:EZR	ICAM1	EZR	DC	Gran	1.01997184675322	0.683824745121272	1.25449056867489	1.2308684007595	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.40456798352218	-0.141382492757696	-1.40847462934717	-0.535588749031853	-0.0274251013127128	-0.748317749903653	-3.59445107503486	0.189186372073422	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.012286034547084	0.0990891215624103	TRUE	TRUE	TRUE
DC:LGALS3_Gran:ANXA2	LGALS3	ANXA2	DC	Gran	1.49798188012172	0.77051424534277	1.93698251518601	1.71038898326653	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.57380499881028	-0.526273358929009	-1.82545384067671	-0.922124499890668	-0.179486465332838	-1.13982334778548	-3.34283919662326	0.353862525309315	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0104625517816305	0.0956015706803318	TRUE	TRUE	TRUE
DC:VCAN_Gran:LDLR	VCAN	LDLR	DC	Gran	1.63945047838902	1.44781496377361	1.11330771571683	0.961265860117962	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.16878234407009	-0.835250533330058	-1.27427536349877	-0.16410652244665	-0.211845003723221	-0.375937607912083	-1.54023916592687	0.209152120921227	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00940809013946948	0.0938529520741349	TRUE	TRUE	TRUE
DC:DUSP18_Gran:ITGB1	DUSP18	ITGB1	DC	Gran	0.89673146070242	0.355294526023515	1.12260142757104	1.13986673753398	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.863666673954777	0.170992304065977	-0.796112019724084	-1.20685020260152	0.0220193689181712	-1.4066880266102	-1.13274872813799	0.07904424851299	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0116011513807925	0.0983925367108784	TRUE	TRUE	TRUE
DC:DUSP18_Gran:RPSA	DUSP18	RPSA	DC	Gran	0.89673146070242	0.355294526023515	2.75161504525915	2.41838022581816	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.863666673954777	-0.289916229986699	-0.910910611202805	-1.20685020260152	-0.186237561376741	-1.44366551576452	-1.51443089184232	0.175727391284276	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0095787635800977	0.0938589735642145	TRUE	TRUE	TRUE
DC:VEGFB_Gran:ADRB2	VEGFB	ADRB2	DC	Gran	1.29343476404752	0.65775621925198	0.971726044194368	0.524683605205411	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.29818261268234	-0.276800800865189	-1.70136317265347	-0.902689975072138	-0.810426752700219	-1.42931518543254	-3.59161298555329	0.0685091184348573	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00359967086828941	0.0787074956271188	TRUE	TRUE	TRUE
DC:IL1B_Gran:IL1RAP	IL1B	IL1RAP	DC	Gran	1.26842607533027	0.620654341199283	1.06654790574039	0.818604948496238	-1.37405656211184	-0.510864880928568	-1.80384005498388	-3.03682468573522	-0.00855629857631478	-4.50437692973444	-0.984016743578625	-0.362370628490627	-1.20682555704147	-4.67387524581094	0.134139643238873	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00220782287145627	0.0624171646992849	TRUE	TRUE	TRUE
DC:ANXA1_Gran:FPR2	ANXA1	FPR2	DC	Gran	2.23880460114751	1.88908651366205	1.10728857628669	0.176705613641886	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.425211459321449	-5.77068865044383	-10.6717806553497	-0.232152417117793	-2.28810503777457	-2.43954254645205	-15.4549048910299	0.128202924678217	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00413406044467735	0.0787074956271188	TRUE	TRUE	TRUE
DC:ICAM1_Gran:ITGAM	ICAM1	ITGAM	DC	Gran	1.01997184675322	0.683824745121272	1.17972693066602	1.06567087139744	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.40456798352218	-0.175771486960235	-1.69866066763063	-0.535588749031853	-0.14669102439277	-0.826167672394096	-1.90544931437904	0.102101993206453	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00808007898087859	0.0931500666207941	TRUE	TRUE	TRUE
DC:CALR_Gran:LRP1	CALR	LRP1	DC	Gran	1.40480805674611	1.09217095083402	1.14150311969872	0.846111872889574	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.01248105883339	-0.766371165505193	-1.70926925956916	-0.348260583851717	-0.432014468246497	-0.939158635666488	-1.4922275562366	0.176433963081364	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.012072067584202	0.0990891215624103	TRUE	TRUE	TRUE
DC:TGFBR1_Gran:TGFBR2	TGFBR1	TGFBR2	DC	Gran	0.955780135146993	0.851102274006737	1.01550148216164	0.708169274956956	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.0656906591739043	-1.29575087905502	-1.79322978754946	-0.151665577204676	-0.499024168313916	-0.563422827402974	-2.40947157058474	0.079183933804819	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00686066320455014	0.0888975891035153	TRUE	TRUE	TRUE
DC:APP_Gran:NCSTN	APP	NCSTN	DC	Gran	1.4471980224844	0.800033295698984	0.989102824095181	0.762679819658513	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.17996155254722	-0.293634579101344	-2.49789271441641	-0.78234520334513	-0.354933847100546	-1.15412834106175	-2.54717979460603	0.102125191577608	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00506719979401543	0.0797960635156324	TRUE	TRUE	TRUE
DC:MRC1_Gran:PTPRC	MRC1	PTPRC	DC	Gran	1.1492032741241	0.78875346259472	1.56685245658508	1.70449065869218	-1.37405656211184	-0.510864880928568	-1.80384005498388	-5.53654992244163	-0.118761357856133	-10.6290354616132	-0.465337479608604	0.121471358804849	-0.459659345842874	-14.5386276606614	0.0726007068961157	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00421957844744981	0.0787074956271188	TRUE	TRUE	TRUE
DC:PSEN1_Gran:NCSTN	PSEN1	NCSTN	DC	Gran	0.954038428821841	0.631720265045229	0.989102824095181	0.762679819658513	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.30322713851153	-0.293634579101344	-1.5514006921385	-0.555100446971777	-0.354933847100546	-0.893437558440935	-2.04721159622544	0.0993878238707493	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00783751759956782	0.092125191740416	TRUE	TRUE	TRUE
DC:PECAM1_Gran:CD38	PECAM1	CD38	DC	Gran	0.990012419072057	0.785088841110654	0.956506313333749	0.86254960554434	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.676598201374456	0.0312621539651994	-0.524520733355317	-0.300784857961352	-0.149167061896163	-0.481601293430554	-1.73049042974878	0.0544176021944603	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00905554602073178	0.093580893500888	TRUE	TRUE	TRUE
DC:PTDSS1_Gran:JMJD6	PTDSS1	JMJD6	DC	Gran	0.896196395674815	0.521468144360229	0.999252339178956	0.886682310362962	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.687334027048314	-0.712915200836157	-3.01809993943301	-0.713658642713124	-0.172431751375378	-0.982147377282772	-1.89144131019745	0.112476183406548	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0014064156371016	0.0488470584389044	TRUE	TRUE	TRUE
DC:PLXND1_Gran:SEMA4A	PLXND1	SEMA4A	DC	Gran	0.804480131659636	0.774498558790345	1.01353553066426	0.950654535429867	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.10159919572856	-0.395026976693435	-9.84785531759293	-0.0395580954302441	-0.0924035939938167	-0.338940669874487	-14.0452170247425	0.0527905059996203	1	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	5.32096709612312e-07	0.000217783065679538	TRUE	TRUE	TRUE
DC:APP_Gran:LRP1	APP	LRP1	DC	Gran	1.4471980224844	0.800033295698984	1.14150311969872	0.846111872889574	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.17996155254722	-0.766371165505193	-2.37259292290903	-0.78234520334513	-0.432014468246497	-1.74702392912671	-2.19001018127709	0.134529095423549	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00338673695903985	0.0784981150843986	TRUE	TRUE	TRUE
DC:CD22_Gran:PTPRC	CD22	PTPRC	DC	Gran	0.816061321425475	0.569937009540319	1.56685245658508	1.70449065869218	-1.37405656211184	-0.510864880928568	-1.80384005498388	-6.03127625303393	-0.118761357856133	-11.1472729771467	-0.450461763682603	0.121471358804849	-0.426067407084436	-15.2904039171401	0.116071983729142	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0043476819128242	0.0787074956271188	TRUE	TRUE	TRUE
DC:ALOX5AP_Gran:ALOX5	ALOX5AP	ALOX5	DC	Gran	1.49843789775535	0.987868895628263	1.07924623614346	0.463701762844498	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.692769913327605	-1.79326977069421	-2.72990998753644	-0.5617670380513	-1.11868982114424	-1.75266192237913	-1.91033453696686	0.158387392533789	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00135445764044468	0.0484544917343915	TRUE	TRUE	TRUE
DC:RPS19_Gran:C5AR1	RPS19	C5AR1	DC	Gran	3.59942852311568	3.27219649330685	1.20053046243719	0.861990799877398	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.471170372526667	-1.48720406143142	-2.20249771934216	-0.125828850144848	-0.459244468847578	-0.367696718065436	-1.15908231487247	0.215359507870037	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0017874404144793	0.05698500322369	TRUE	TRUE	TRUE
DC:GNAS_Gran:ADRB2	GNAS	ADRB2	DC	Gran	2.12862334624709	1.80992150521761	0.971726044194368	0.524683605205411	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.486245528432979	-0.276800800865189	-0.557932924898857	-0.222548717409726	-0.810426752700219	-0.944311292859257	-2.05701472640728	0.131459691690753	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00674075327888945	0.0886436457610055	TRUE	TRUE	TRUE
DC:CD14_Gran:TLR4	CD14	TLR4	DC	Gran	1.15610685763949	0.446742795628863	1.13910138247285	0.947538128305253	-1.37405656211184	-0.510864880928568	-1.80384005498388	-2.19449948601471	-0.634388882860993	-2.86370364322397	-1.27334824699055	-0.265640253066697	-1.5573899582228	-2.66607944407685	0.0937611918844639	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00443474494011161	0.0787074956271188	TRUE	TRUE	TRUE
DC:IRAK4_Gran:TLR4	IRAK4	TLR4	DC	Gran	0.990268073779577	0.59590459794097	1.13910138247285	0.947538128305253	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.656441104400532	-0.634388882860993	-1.19169196959556	-0.665032882530279	-0.265640253066697	-1.00563096250979	-1.29973839805222	0.138075227689366	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0101709525460615	0.0952115806258537	TRUE	TRUE	TRUE
DC:ADAM10_Gran:TSPAN33	ADAM10	TSPAN33	DC	Gran	0.941912723020373	0.955180375461876	0.908699780268897	0.617451132596908	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.271284588136824	-1.05957665821446	-0.975029960634479	0.0353774730321684	-0.53617833353966	-0.689660400832776	-1.08242527768042	0.0962728470065347	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0119003304593167	0.0990891215624103	TRUE	TRUE	TRUE
DC:GZMB_Gran:IGF2R	GZMB	IGF2R	DC	Gran	2.55430606636287	0.659372627941605	1.11947501453179	0.630248169641016	-1.37405656211184	-0.510864880928568	-1.80384005498388	-2.32100079178726	0.0370603981690774	-2.68344253994979	-1.78043190927622	-0.776340308610019	-3.34674680764806	-6.93083894763343	0.0808658102637725	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00551898016935862	0.0816939295281318	TRUE	TRUE	TRUE
DC:MFNG_Gran:NOTCH2	MFNG	NOTCH2	DC	Gran	0.864037168921694	0.527301066165859	0.998551399975328	0.843031384039049	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.802512983808758	-0.737038551019875	-0.590308996320784	-0.650076270431446	-0.227755576586979	-0.830785821010394	-1.24325750358011	0.090393515515763	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.010382529220921	0.0954368461600065	TRUE	TRUE	TRUE
DC:INSR_Gran:ADRB2	INSR	ADRB2	DC	Gran	0.901808931295598	0.832957623652095	0.971726044194368	0.524683605205411	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.54245740091009	-0.276800800865189	-0.693073043832356	-0.100197344458469	-0.810426752700219	-0.831410252840968	-1.91576464676813	0.0639127784672931	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00140934350589647	0.0488737881945263	TRUE	TRUE	TRUE
DC:ARRB2_Gran:ADRB2	ARRB2	ADRB2	DC	Gran	1.12023960660428	1.05574982049291	0.971726044194368	0.524683605205411	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.808333993741281	-0.276800800865189	-0.188811063639855	-0.0727312682394952	-0.810426752700219	-0.815857482073592	-1.26924206327292	0.0866417397310579	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00739536008449529	0.0910721527610781	TRUE	TRUE	TRUE
DC:PSEN1_Gran:NOTCH1	PSEN1	NOTCH1	DC	Gran	0.954038428821841	0.631720265045229	0.986107590247016	0.69644082902559	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.30322713851153	-0.983688479456307	-3.35563792987784	-0.555100446971777	-0.501744278022554	-1.02668597217412	-1.96450637291708	0.124273734384782	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0121293388893668	0.0990891215624103	TRUE	TRUE	TRUE
DC:HRAS_Gran:INSR	HRAS	INSR	DC	Gran	0.872856224462473	0.789682064458207	1.02639868934215	0.946418723082058	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.66125957797071	-0.227710606569772	-1.97747856802249	-0.105433590586967	-0.117040713263421	-0.203799135773889	-3.28215948203659	0.082736709965513	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.000755854048078742	0.0362902486072731	TRUE	TRUE	TRUE
DC:ITGB1_Gran:CD151	ITGB1	CD151	DC	Gran	1.03525008244556	0.737338085623713	1.06644936807584	0.754907094758868	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.882505318011825	-0.206628499314396	-1.45726536117876	-0.453426096522633	-0.478734700048269	-0.839689856069621	-1.29204701708939	0.119148375541075	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00959121572604218	0.0938589735642145	TRUE	TRUE	TRUE
DC:PROC_Gran:ITGAM	PROC	ITGAM	DC	Gran	1.06252601251905	0.344950876521649	1.17972693066602	1.06567087139744	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.299884245411369	-0.175771486960235	-8.55297212233281	-1.41465117438698	-0.14669102439277	-1.9728697273352	-13.2488514788404	0.0311745748959202	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00453934088535226	0.0787074956271188	TRUE	TRUE	TRUE
DC:PROC_Gran:ITGB2	PROC	ITGB2	DC	Gran	1.06252601251905	0.344950876521649	1.70474969171937	1.69305045982933	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.299884245411369	-0.293535361689115	-0.360014861856643	-1.41465117438698	-0.00993495189724013	-1.66334041934741	-4.76155788346239	0.100102286334974	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00818942673106989	0.093371048327507	TRUE	TRUE	TRUE
DC:IL18_Gran:CD48	IL18	CD48	DC	Gran	1.04119741584615	0.878890208165818	1.29852965704054	0.892289258401709	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.29858176430449	-1.66820026931196	-2.02825321138726	-0.229619311459751	-0.523567392806443	-0.912641457772621	-1.23870609534661	0.234533420262912	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00679923877942586	0.0888695762200205	TRUE	TRUE	TRUE
DC:QDPR_Gran:DYSF	QDPR	DYSF	DC	Gran	0.946547792846892	0.4515587358248	1.11362740251635	0.575673336934464	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.73689268473807	-0.15949857978703	-9.40414922363076	-0.980213120154645	-0.892497551155289	-1.84679217871619	-13.6005208564593	0.0394005537364744	1	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	5.68348353975795e-07	0.000221900835789343	TRUE	TRUE	TRUE
DC:APP_Gran:LRP10	APP	LRP10	DC	Gran	1.4471980224844	0.800033295698984	1.02634617745946	1.07014204276105	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.17996155254722	0.129045052272532	-1.95606116472787	-0.78234520334513	0.0602848807693493	-1.10578119688392	-2.59857464088905	0.0843984608691123	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00632918431242605	0.0867420362480219	TRUE	TRUE	TRUE
DC:FABP5_Gran:RXRA	FABP5	RXRA	DC	Gran	1.23115490842303	1.14920674917858	1.12798482244838	0.798144679115208	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.27862470812479	-0.575082223207633	-2.20481010978484	-0.0840344618159083	-0.478257068461203	-0.457855125539134	-2.69620427315898	0.149014690757126	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0117343622035437	0.0987217068525743	TRUE	TRUE	TRUE
DC:CD14_Gran:ITGB2	CD14	ITGB2	DC	Gran	1.15610685763949	0.446742795628863	1.70474969171937	1.69305045982933	-1.37405656211184	-0.510864880928568	-1.80384005498388	-2.19449948601471	-0.293535361689115	-2.29139419707168	-1.27334824699055	-0.00993495189724013	-1.43012724246764	-3.11645683770098	0.158688733673539	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00915064065201884	0.093580893500888	TRUE	TRUE	TRUE
DC:CD14_Gran:TLR1	CD14	TLR1	DC	Gran	1.15610685763949	0.446742795628863	0.882338095210507	0.593047461373046	-1.37405656211184	-0.510864880928568	-1.80384005498388	-2.19449948601471	-0.407454469176552	-3.56684387609347	-1.27334824699055	-0.535850878284827	-1.53065621226881	-1.9741425566279	0.0565691932174103	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0123795445316181	0.0991409564322989	TRUE	TRUE	TRUE
DC:GNAI2_Gran:C5AR1	GNAI2	C5AR1	DC	Gran	1.61554866590093	1.35385309928566	1.20053046243719	0.861990799877398	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.86801552890399	-1.48720406143142	-2.51252885970455	-0.242953574539681	-0.459244468847578	-0.532592790546115	-1.67050452604873	0.179573998566352	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00148414068950186	0.0503119250206131	TRUE	TRUE	TRUE
DC:GNAI2_Gran:FPR1	GNAI2	FPR1	DC	Gran	1.61554866590093	1.35385309928566	1.13910721392532	0.886950860711847	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.86801552890399	-3.37244568014269	-5.1323883453136	-0.242953574539681	-0.30463131397755	-1.20387178769307	-4.81274862077192	0.145360340423826	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.000367514457945359	0.0241929212214321	TRUE	TRUE	TRUE
DC:CALM1_Gran:HMMR	CALM1	HMMR	DC	Gran	1.92269629946563	1.53814881669918	1.10745030036742	1.13422958012039	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.6115656711087	-1.81238344303703	-2.13417310398212	-0.309713091359417	0.0344707310004555	-0.501630518844163	-3.73414187938102	0.169314240235745	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00367949805472069	0.0787074956271188	TRUE	TRUE	TRUE
DC:PTGS2_Gran:ALOX5	PTGS2	ALOX5	DC	Gran	1.10337936415569	0.539023481765781	1.07924623614346	0.463701762844498	-1.37405656211184	-0.510864880928568	-1.80384005498388	-3.8283126285172	-1.79326977069421	-3.4876916565765	-0.95967265835641	-1.11868982114424	-2.04689881963874	-2.44088344551304	0.112308231630541	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00109660696165539	0.0432792047329034	TRUE	TRUE	TRUE
DC:ANXA1_Gran:DYSF	ANXA1	DYSF	DC	Gran	2.23880460114751	1.88908651366205	1.11362740251635	0.575673336934464	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.425211459321449	-0.15949857978703	-1.84961086320827	-0.232152417117793	-0.892497551155289	-1.01191341937076	-1.46184173505872	0.0866159579789964	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00604827651990191	0.0848811972400995	TRUE	TRUE	TRUE
DC:LRPAP1_Gran:LDLR	LRPAP1	LDLR	DC	Gran	1.05723451606645	0.97638283736196	1.11330771571683	0.961265860117962	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.63275863520844	-0.835250533330058	-1.75593883544156	-0.0988891415365547	-0.211845003723221	-0.278559038703391	-2.03901882051848	0.182392215002021	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00770791130590472	0.0917695328718257	TRUE	TRUE	TRUE
DC:CALM2_Gran:KCNQ1	CALM2	KCNQ1	DC	Gran	1.82491322894414	1.35629897940744	1.02168113265815	0.777456775759535	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.928116892943564	-1.64266634747108	-2.76301530957614	-0.413839517650297	-0.374679653825953	-0.633400466080006	-1.91356126437489	0.227572557972551	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00133554998360424	0.0483349691174139	TRUE	TRUE	TRUE
DC:CALM1_Gran:KCNQ1	CALM1	KCNQ1	DC	Gran	1.92269629946563	1.53814881669918	1.02168113265815	0.777456775759535	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.6115656711087	-1.64266634747108	-2.82061517093611	-0.309713091359417	-0.374679653825953	-0.487612184816679	-2.23310846181541	0.270546089460397	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00118101245165718	0.045099539574666	TRUE	TRUE	TRUE
DC:CALM3_Gran:KCNQ1	CALM3	KCNQ1	DC	Gran	1.03548976127682	0.951951098728105	1.02168113265815	0.777456775759535	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.888581008705453	-1.64266634747108	-3.69567780410774	-0.107745384158713	-0.374679653825953	-0.3312351900638	-2.69983895413389	0.172151593479683	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.000981581093113173	0.0413158064192339	TRUE	TRUE	TRUE
DC:HBEGF_Gran:CD82	HBEGF	CD82	DC	Gran	1.15372914307489	0.580214298446774	0.960744660226691	0.917736325986195	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.8138239729395	0.830490982155048	-2.467129219267	-0.911945341793822	-0.0660733391460976	-1.36498034097301	-3.49728438097196	0.0525180900668483	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00480281302164321	0.0792294527727533	TRUE	TRUE	TRUE
DC:HSP90B1_Gran:LRP1	HSP90B1	LRP1	DC	Gran	1.84277885859664	1.4253008333017	1.14150311969872	0.846111872889574	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.919638711186693	-0.766371165505193	-1.59779856934462	-0.356923457678202	-0.432014468246497	-0.978725077294101	-1.42514683958363	0.227178170960502	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0122108531880103	0.0990891215624103	TRUE	TRUE	TRUE
DC:LRPAP1_Gran:LRP1	LRPAP1	LRP1	DC	Gran	1.05723451606645	0.97638283736196	1.14150311969872	0.846111872889574	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.63275863520844	-0.766371165505193	-1.84585023370536	-0.0988891415365547	-0.432014468246497	-0.648067261959849	-1.16689386819804	0.138545540617133	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00750901889372543	0.0911227741592661	TRUE	TRUE	TRUE
DC:APP_Gran:PTGER2	APP	PTGER2	DC	Gran	1.4471980224844	0.800033295698984	0.9826817898794	0.835164641063286	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.17996155254722	0.221044061188278	-1.93835096280073	-0.78234520334513	-0.217513933642339	-0.945951551437659	-2.85246553967667	0.0863274856850345	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00645560321389321	0.0872238274335392	TRUE	TRUE	TRUE
DC:GNAI2_Gran:S1PR4	GNAI2	S1PR4	DC	Gran	1.61554866590093	1.35385309928566	1.06745547450261	0.552202442303028	-1.37405656211184	-0.510864880928568	-1.80384005498388	-0.86801552890399	-1.56283589373598	-3.39085339547734	-0.242953574539681	-0.891643604776255	-1.06905113371228	-2.87121632094493	0.194389055985617	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00327701559370166	0.0775423386827315	TRUE	TRUE	TRUE
DC:LRPAP1_Gran:SORT1	LRPAP1	SORT1	DC	Gran	1.05723451606645	0.97638283736196	1.03869619085495	0.768257558102099	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.63275863520844	-0.570944418971052	-1.47399290452878	-0.0988891415365547	-0.414988953296765	-0.447662875029355	-1.93307345310813	0.110954299058077	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00859074916524549	0.093580893500888	TRUE	TRUE	TRUE
DC:PSEN1_Gran:NOTCH2	PSEN1	NOTCH2	DC	Gran	0.954038428821841	0.631720265045229	0.998551399975328	0.843031384039049	-1.37405656211184	-0.510864880928568	-1.80384005498388	-1.30322713851153	-0.737038551019875	-1.42045676428886	-0.555100446971777	-0.227755576586979	-0.794446474761868	-2.28517794606257	0.129776202888294	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00691753722719787	0.0892070788780727	TRUE	TRUE	TRUE
